Fruit,Quantity_kg,Price_per_kg_in_USD,Farmer_Name,Customer_Name
Orange,,1.17,John Smith,Alice Chesney
Banana,52,2.89,John Smith,Joseph Perlman
Grape,128,1.63,John Smith,Kevin Mccann
Pear,94,2.09,John Smith,Jaime Cobb
Apple,137,,John Smith,George Aguilar
Orange,87,,John Smith,Edward Sherwood
Banana,146,2.33,John Smith,Karen Leonard
Grape,131,2.13,John Smith,Gladys Appleton
Pear,67,2.25,John Smith,Francis Vance
Apple,88,2.1,John Smith,Heriberto Snelgrove
Orange,126,2.05,John Smith,Benjamin Wagner
Banana,67,2.38,John Smith,Mark Ottesen
Grape,77,2.72,John Smith,Connie Bell
Pear,116,2.06,John Smith,Sydney Cotelesse
Apple,,2.82,John Smith,John Gomez
Orange,54,2.41,John Smith,Raymond Butler
Banana,,2.43,John Smith,Wesley Compton
Grape,,2.38,John Smith,Cindy Schmidt
Pear,,1.94,John Smith,Georgia Sanchez
Apple,101,2.07,John Smith,Beatrice Davis
Orange,69,2.2,John Smith,Billy Parker
Banana,,2.54,John Smith,Kimberly Williamson
Grape,,2.6,John Smith,Bobby Woelfel
Pear,94,1.59,John Smith,Rick Plungy
Apple,,1.06,John Smith,Virginia Davis
Orange,143,1.11,John Smith,Sherryl Hebert
Banana,100,,John Smith,Debora Robinson
Grape,104,1.67,John Smith,Daniel Tointon
Pear,130,2.03,John Smith,John Hudson
Apple,64,1.03,John Smith,April Henry
Orange,118,2.15,John Smith,Mario Loyd
Banana,69,1.87,John Smith,Brent Tipton
Grape,80,2.02,John Smith,Mary Byrd
Pear,122,1.22,John Smith,Luis Sagen
Apple,71,2.11,John Smith,Mavis Castro
Orange,,2.77,John Smith,Alan Butler
Banana,96,1.68,John Smith,Frances Alkire
Grape,106,2.7,John Smith,Christina Gettinger
Pear,77,,John Smith,Alexander Godwin
Apple,101,2.19,John Smith,Leonard Curtis
Orange,71,2.12,John Smith,Wayne Swift
Banana,70,2.49,John Smith,Brandon Bizzell
Grape,127,1.37,John Smith,Scott Howard
Pear,73,1.67,John Smith,Paul Rosenthal
Apple,70,2.82,John Smith,Kimberly Griffin
Orange,138,1.22,John Smith,George Dixon
Banana,131,1.09,John Smith,Drew Litchford
Grape,81,1.77,John Smith,Martin Hillman
Pear,132,2.07,John Smith,Zachary Yount
Apple,67,1.35,John Smith,Ines Gagnon
Orange,51,1.45,John Smith,Luz Seeman
Banana,135,1.6,John Smith,Jerry Haran
Grape,64,1.75,John Smith,Tracey Jackson
Pear,148,1.72,John Smith,Danielle Roberts
Apple,102,2.34,John Smith,Jeffrey Broddy
Orange,131,1.08,John Smith,Abraham Dilliard
Banana,,2.53,John Smith,John Brody
Grape,67,1.69,John Smith,Catherine Arline
Pear,139,1.58,John Smith,Kevin Langston
Apple,66,2.24,John Smith,Leona Bennett
Orange,128,2.06,John Smith,Don Walks
Banana,114,2.45,John Smith,Albert Stewart
Grape,104,1.89,John Smith,Ryan Joshua
Pear,,1.5,John Smith,Angie Winters
Apple,,1.62,John Smith,Geneva Graham
Orange,140,1.89,John Smith,John Copeland
Banana,,2.63,John Smith,Norman Lund
Grape,64,1.72,John Smith,Craig Parker
Pear,72,2.59,John Smith,Gabriel Temple
Apple,141,2.73,John Smith,Jared Butts
Orange,142,1.1,John Smith,Richard Charles
Banana,70,1.91,John Smith,Carol Potter
Grape,,,John Smith,Virginia Bolton
Pear,,1.58,John Smith,Lauri Denney
Apple,133,2.14,John Smith,Dale Deitz
Orange,111,1.84,John Smith,Charles White
Banana,,2.62,John Smith,Melanie Spriggs
Grape,63,2.93,John Smith,Quinton Gilchrist
Pear,111,1.97,John Smith,Anna Willis
Apple,82,2.53,John Smith,Rebecca Weber
Orange,78,1.79,John Smith,Shane Pearsall
Banana,146,2.29,John Smith,Laurie Leal
Grape,66,2.34,John Smith,Dixie Akin
Pear,63,2.12,John Smith,Jane Jones
Apple,106,2.64,John Smith,Mary Estelle
Orange,121,2.8,John Smith,William King
Banana,,1.8,John Smith,Barbara Baker
Grape,105,2.6,John Smith,Margaret Rowold
Pear,88,1,John Smith,Shannon Beals
Apple,135,2.51,John Smith,Robert Waller
Orange,92,2.8,John Smith,Brian Tighe
Banana,,2.71,John Smith,Darlene Kraus
Grape,137,2.86,John Smith,Dorothy Newcomb
Pear,,1.23,John Smith,Calvin Johnson
Apple,90,1.56,John Smith,Amanda Rustrian
Orange,111,1.2,John Smith,Harold Eaves
Banana,137,1.02,John Smith,Ralph Greene
Grape,146,,John Smith,Zina Adams
Pear,116,1.85,John Smith,Sidney Waters
Apple,114,,John Smith,Michelle Johnson
Orange,,2.75,John Smith,Patricia Lyons
Banana,,1.62,John Smith,Patrick Adens
Grape,62,1.72,John Smith,Ruth Love
Pear,116,1.42,John Smith,Thomas Aguilar
Apple,132,1.23,John Smith,Michael Wexler
Orange,,1.77,John Smith,Patricia Bartlett
Banana,59,2.91,John Smith,Nellie Desmond
Grape,,1.79,John Smith,Alice Parker
Pear,122,,John Smith,David Rickey
Apple,62,1.47,John Smith,Wilma Mulligan
Orange,65,2.79,John Smith,Ingrid Amos
Banana,,1.88,John Smith,Hazel Virgen
Grape,128,1.83,John Smith,Ashley Schulte
Pear,139,1.55,John Smith,Charles Williams
Apple,104,2.21,John Smith,Jason Webb
Orange,121,,John Smith,Edward Cross
Banana,,1.51,John Smith,Ross Stephenson
Grape,95,,John Smith,James Bell
Pear,134,1.85,John Smith,Ella Cole
Apple,,2.46,John Smith,Thomas Meir
Orange,146,1.77,John Smith,Tom Sensabaugh
Banana,53,1.24,John Smith,Gwendolyn Teague
Grape,143,1.48,John Smith,James Wright
Pear,138,1.74,John Smith,Josie Poirier
Apple,131,2.88,John Smith,Joey Flores
Orange,73,2.73,John Smith,Phoebe Davis
Banana,137,2.25,John Smith,Raymundo Fleming
Grape,70,1.55,John Smith,Wayne Siciliano
Pear,87,1.92,John Smith,Jason Baird
Apple,124,1.05,John Smith,Debra Hamilton
Orange,,1.99,John Smith,David Carrier
Banana,98,2.64,John Smith,Jeffrey Cunningham
Grape,126,1.67,John Smith,Beatrice Norton
Pear,121,1.98,John Smith,Sandra Larowe
Apple,105,2.72,John Smith,Mary Burt
Orange,106,1.03,John Smith,Robert Kennedy
Banana,,1.77,John Smith,Lorenzo Stenger
Grape,126,2.36,John Smith,Bernadette King
Pear,107,1.65,John Smith,Mara Hendry
Apple,90,1.17,John Smith,Gertrude Gillis
Orange,101,2.87,John Smith,Amber Evans
Banana,117,2.04,John Smith,Kim Rhodes
Grape,97,1.57,John Smith,Daniel Rogers
Pear,93,2.36,John Smith,Diana Gates
Apple,134,1.83,John Smith,Charles Williams
Orange,109,1.57,John Smith,John Trevino
Banana,55,1.94,John Smith,Thomas Fox
Grape,73,2.31,John Smith,James Michaelson
Pear,118,2.39,John Smith,Ruby Ramirez
Apple,136,2.05,John Smith,Vincent Barnes
Orange,,1.01,John Smith,Calvin Smith
Banana,134,1.23,John Smith,Steve Porter
Grape,87,2.26,John Smith,James Hicks
Pear,108,2.26,John Smith,Eric Yoder
Apple,133,1.9,John Smith,Marilyn Wells
Orange,67,2.78,John Smith,Helen Thomason
Banana,108,1.67,John Smith,Linda Olson
Grape,64,1.89,John Smith,Jacqueline Cook
Pear,101,,John Smith,Jacklyn Bustos
Apple,,1.51,John Smith,Mai Nolan
Orange,73,1.28,John Smith,Thomas Gutierrez
Banana,,2.47,John Smith,Bennie Hulse
Grape,140,1.54,John Smith,Thomas Douglas
Pear,,1.21,John Smith,Jean Stover
Apple,,1.41,John Smith,Leslie Couchman
Orange,138,1.48,John Smith,Christopher Edwards
Banana,90,2.94,John Smith,Lisa Simmons
Grape,78,2,John Smith,Edwin Renfrew
Pear,,2.83,John Smith,Kim Schulze
Apple,,2.19,John Smith,Denise Carney
Orange,106,2.1,John Smith,Ralph Martin
Banana,133,,John Smith,Adrienne Correa
Grape,90,1.58,John Smith,Ella Wenger
Pear,54,1.51,John Smith,Jack Nelson
Apple,,2.98,John Smith,Kelly Castro
Orange,69,2.72,John Smith,George Mcdonough
Banana,,2.03,John Smith,Allen Grant
Grape,,2.12,John Smith,Lesley Shreffler
Pear,125,,John Smith,Dottie Osgood
Apple,56,2.52,John Smith,Cherie Bishop
Orange,83,1.57,John Smith,Terri Fink
Banana,95,2.25,John Smith,Al Cole
Grape,,2.15,John Smith,Tracy Sweeney
Pear,131,2.78,John Smith,Jeffrey Smith
Apple,127,1.66,John Smith,Dorothea Allen
Orange,78,1.14,John Smith,Sandra Glendening
Banana,69,2.81,John Smith,Cecilia Collins
Grape,58,1.08,John Smith,Margaret Pfaff
Pear,147,2.39,John Smith,Nathaniel Grunau
Apple,104,2.49,John Smith,Hattie Henderson
Orange,144,,John Smith,Eric Lopez
Banana,68,1.27,John Smith,Tammy Strickland
Grape,141,2.67,John Smith,Dale Cowell
Pear,115,1.17,John Smith,Steven Schlottmann
Apple,,2.96,John Smith,May Becwar
Orange,148,1.06,John Smith,Donald Jenkins
Banana,106,2.09,John Smith,Richard Briscoe
Grape,72,2.66,John Smith,Luke Fisher
Pear,130,1.29,John Smith,Melvin Myers
Apple,55,2.18,John Smith,Jonathan Venezia
Orange,56,1.18,John Smith,Boyd Mendoza
Banana,,1.1,John Smith,Todd Levandowski
Grape,,,John Smith,Gregg Cancro
Pear,76,2.73,John Smith,Charles Souphom
Apple,146,2.71,John Smith,Elsie Hall
Orange,107,1.41,John Smith,Richard Evans
Banana,,2.13,John Smith,Jane Korsmeyer
Grape,143,2.67,John Smith,Robert Thomas
Pear,,,John Smith,Steven Koontz
Apple,,1.89,John Smith,Lynn Tomlinson
Orange,,1.62,John Smith,Amanda Wellman
Banana,,1.21,John Smith,Amanda Rose
Grape,115,1.07,John Smith,Valencia Goddard
Pear,130,1.87,John Smith,Whitney Prichard
Apple,108,,John Smith,Maureen Wunder
Orange,,2.93,John Smith,Marjorie Coviello
Banana,56,2.84,John Smith,Opal Nash
Grape,,1.77,John Smith,Shirley Schultz
Pear,120,1.08,John Smith,Eric Chalender
Apple,82,2.81,John Smith,Beverly Graham
Orange,141,1.42,John Smith,Joel Green
Banana,142,2.12,John Smith,Patricia Petersen
Grape,,1.05,John Smith,Mary Bauer
Pear,110,2.14,John Smith,Eric Milton
Apple,136,1.17,John Smith,Matthew Everett
Orange,90,2.9,John Smith,Cassandra Simmons
Banana,99,2.32,John Smith,Charlotte Gonzalez
Grape,65,2.46,John Smith,Cory Stehle
Pear,127,2.8,John Smith,Linda Ross
Apple,,1.71,John Smith,Geraldine Baillie
Orange,139,2.76,John Smith,Matthew Pines
Banana,131,1.57,John Smith,Roy Buller
Grape,104,2.05,John Smith,June Trevethan
Pear,97,2.6,John Smith,Elizabeth Reed
Apple,130,2.72,John Smith,Tracey Haak
Orange,128,1.35,John Smith,Elmer Payne
Banana,58,2.54,John Smith,Edward Fontenot
Grape,125,2.74,John Smith,Elizabeth Conboy
Pear,65,2.83,John Smith,Peter Eubank
Apple,115,,John Smith,Kenneth Owen
Orange,54,1.67,John Smith,Jonathan Freeman
Banana,52,1.85,John Smith,Rodney Robertson
Grape,74,1.72,John Smith,Athena Cox
Pear,74,1.97,John Smith,Annamarie Percell
Apple,121,1.84,John Smith,Gertrude Adams
Orange,94,,John Smith,Jill Nickisch
Banana,141,1.3,John Smith,Margaret Lindsey
Grape,88,1.81,John Smith,Harvey Richard
Pear,126,1.52,John Smith,Delia Craner
Apple,60,2.1,John Smith,Dorothy Mitchell
Orange,,,John Smith,Marilyn Hoff
Banana,136,,John Smith,Elizabeth Giese
Grape,115,2.08,John Smith,Fern Egnew
Pear,105,2.69,John Smith,Eli Smith
Apple,,1.96,John Smith,Anthony Parvin
Orange,57,2.86,John Smith,Lucie Weeks
Banana,51,1.01,John Smith,Charles Hodges
Grape,59,2.04,John Smith,Ada Smith
Pear,107,,John Smith,Charles Socha
Apple,112,2.91,John Smith,Michael Duclos
Orange,86,2.61,John Smith,Lucy Herrera
Banana,,1.79,John Smith,Richard Evans
Grape,134,1.37,John Smith,James Maldonado
Pear,,1.73,John Smith,Lloyd Harvey
Apple,55,2.33,John Smith,Amy Butler
Orange,91,2.71,John Smith,John Karth
Banana,80,2.95,John Smith,Hiram Grissett
Grape,139,2.41,John Smith,Mary Delaney
Pear,96,1.21,John Smith,Kelli Bader
Apple,76,1.61,John Smith,Mark Watley
Orange,91,1.53,John Smith,Christopher Avino
Banana,,1.17,John Smith,Rachel Flores
Grape,,2.17,John Smith,Katrina Gary
Pear,145,2.55,John Smith,Christopher Underwood
Apple,,2.55,John Smith,Gail Barber
Orange,98,1.63,John Smith,Carol Moore
Banana,122,1.87,John Smith,Xavier Reyes
Grape,,1.01,John Smith,Jason Faulkner
Pear,,2.9,John Smith,Annie Ahmed
Apple,129,2.08,John Smith,Louisa Kolesar
Orange,99,2.3,John Smith,Maria Carter
Banana,,1.39,John Smith,Trevor Cline
Grape,,,John Smith,Jennifer Herring
Pear,110,,John Smith,Lowell Locorriere
Apple,,2.83,John Smith,Lidia Naylor
Orange,99,1.06,John Smith,Concepcion Schroeder
Banana,110,2.07,John Smith,Jamie Hubbard
Grape,116,1.68,John Smith,Esther Mccarthy
Pear,,2.89,John Smith,Frances Peterson
Apple,71,,John Smith,Kaitlyn Holt
Orange,148,2.04,John Smith,Rosie Sutton
Banana,88,1.37,John Smith,Douglas Wallace
Grape,110,2.66,John Smith,Heidi Wilson
Pear,100,1.46,John Smith,Adela Worley
Apple,131,1.85,John Smith,Charles Soriano
Orange,109,2.5,John Smith,Bernice Elliott
Banana,85,1.37,John Smith,Misty Moreno
Grape,75,1.19,John Smith,Linette Carlton
Pear,51,2.01,John Smith,Brian Maynard
Apple,53,1.19,John Smith,Michael Thibault
Orange,62,2.17,John Smith,Cheri Schmidgall
Banana,90,2.84,John Smith,Milissa Caster
Grape,123,2.58,John Smith,Milagros Mcgee
Pear,106,2.34,John Smith,Madeline Carroll
Apple,61,2.24,John Smith,Jesus Blight
Orange,,2.06,John Smith,Thelma Brainard
Banana,79,1.6,John Smith,Irvin Nair
Grape,116,1.61,John Smith,James Culp
Pear,61,,John Smith,Mike Valenziano
Apple,88,1.52,John Smith,Douglas Mcdonald
Orange,,2.24,John Smith,Courtney Andrews
Banana,119,1.54,John Smith,Sarah Davis
Grape,53,,John Smith,Aubrey Russell
Pear,,2.65,John Smith,Edward Miller
Apple,127,1.55,John Smith,Kathryn Reis
Orange,94,2.39,John Smith,Carleen Vatter
Banana,146,2.71,John Smith,Melanie Christensen
Grape,65,1.14,John Smith,Patrick Huff
Pear,89,1.91,John Smith,William Augustin
Apple,69,2.73,John Smith,Henry Maillet
Orange,143,2.9,John Smith,Cory Woodie
Banana,86,2.84,John Smith,Daniel Walters
Grape,69,1.68,John Smith,Rose Loera
Pear,140,1.79,John Smith,Ira Duffy
Apple,76,,John Smith,Suzanne Neal
Orange,68,1.13,John Smith,Diane Sanders
Banana,128,2.76,John Smith,Pam Oneal
Grape,98,2.88,John Smith,Earl Searles
Pear,112,,John Smith,Cedric Herrera
Apple,74,2.42,John Smith,Leslie Cole
Orange,86,1.27,John Smith,Ruth Heelan
Banana,130,1.51,John Smith,Mildred Barrow
Grape,94,2.5,John Smith,Linda Ehrhardt
Pear,74,2.15,John Smith,David Braziel
Apple,,1.52,John Smith,Mandi Whitten
Orange,80,2.39,John Smith,Tynisha Ballinger
Banana,106,1.86,John Smith,Scott Armstrong
Grape,61,2.83,John Smith,Nora Eller
Pear,53,2.11,John Smith,Bryan Houle
Apple,58,1.04,John Smith,Wilson Prince
Orange,148,2.3,John Smith,Arlene Brewer
Banana,,1.1,John Smith,Wendell Skelly
Grape,98,,John Smith,Charles Sheppard
Pear,90,2.43,John Smith,Amber Cyr
Apple,79,1.77,John Smith,Richard Bloom
Orange,,1.74,John Smith,Rose Cardozo
Banana,109,1.57,John Smith,Wayne Wilson
Grape,,2.83,John Smith,Felix Valles
Pear,,1.19,John Smith,Shannon Perkins
Apple,132,,John Smith,Omar Harbaugh
Orange,78,,John Smith,Joan Perez
Banana,,1.7,John Smith,Denise Johnson
Grape,,1.7,John Smith,John Miller
Pear,61,2.74,John Smith,Beverly Zimmerman
Apple,56,1.98,John Smith,Lena Williams
Orange,102,2.61,John Smith,Vanessa Shaw
Banana,95,1.7,John Smith,Celia Brody
Grape,85,1.44,John Smith,William Novak
Pear,,1.68,John Smith,William Thomas
Apple,62,2.04,John Smith,Elroy Ayala
Orange,116,1.91,John Smith,Audrey Hall
Banana,80,2.25,John Smith,Donna Reilly
Grape,110,1.38,John Smith,Rhonda Atchison
Pear,112,2.49,John Smith,Cynthia Bolling
Apple,,1.8,John Smith,Steven Robertson
Orange,148,2.12,John Smith,Terry Savage
Banana,112,,John Smith,Heather Segura
Grape,,2.27,John Smith,Darrell Thigpen
Pear,132,2.78,John Smith,Annie Parks
Apple,78,2.93,John Smith,Mary Smith
Orange,148,1.02,John Smith,Maria Brown
Banana,50,2.97,John Smith,Andrew Cumming
Grape,99,2.07,John Smith,Anthony Bertsch
Pear,94,,John Smith,Lois Heenan
Apple,91,1.92,John Smith,Patricia Worsham
Orange,145,,John Smith,John Tollerud
Banana,114,2.76,John Smith,Michele Radford
Grape,135,,John Smith,Jessica Shiever
Pear,122,1.15,John Smith,Jennifer Enderle
Apple,144,2.9,John Smith,Richard Ruffin
Orange,90,2.41,John Smith,Scott Truxillo
Banana,128,2.36,John Smith,Jerome Smith
Grape,,1.43,John Smith,Andrew Carmant
Pear,,2.8,John Smith,Alice Lane
Apple,55,1.15,John Smith,John Rossbach
Orange,,2.84,John Smith,Lisa Colbert
Banana,50,1.29,John Smith,Beth Lamm
Grape,73,2.3,John Smith,Charles Cameron
Pear,111,1.38,John Smith,Richard Cincotta
Apple,100,1.46,John Smith,Linda Mcdonald
Orange,67,1.65,John Smith,Travis Levasseur
Banana,115,,John Smith,Zachary Myklebust
Grape,109,2.06,John Smith,Christopher Dowell
Pear,55,2.64,John Smith,Leonardo Adams
Apple,,2.1,John Smith,Laura Lugo
Orange,,2.72,John Smith,Jerry Doyle
Banana,,2.18,John Smith,Diana Allen
Grape,67,2.85,John Smith,Rodney Wright
Pear,110,2.8,John Smith,Bruce Deoliveira
Apple,94,,John Smith,Christopher Elsey
Orange,121,2.06,John Smith,Donald Davison
Banana,,2.35,John Smith,Jack Distasio
Grape,107,1.65,John Smith,Melissa Lowry
Pear,143,1.61,John Smith,Lucy Beckham
Apple,76,1.74,John Smith,Helen Richards
Orange,61,2.18,John Smith,Arturo Galindo
Banana,130,2.09,John Smith,Thomas Chestnut
Grape,99,2.66,John Smith,Geraldine Clemens
Pear,135,1.31,John Smith,Jack Haag
Apple,111,1.55,John Smith,Norma Lafreniere
Orange,53,1.21,John Smith,Ray Johnson
Banana,,,John Smith,Nelson Gibbs
Grape,66,2.77,John Smith,Bettye Campbell
Pear,106,,John Smith,Tonya Furr
Apple,,1.32,John Smith,James Inman
Orange,82,2.92,John Smith,Christopher Lam
Banana,70,2.47,John Smith,Paul Orozco
Grape,95,1.75,John Smith,Jesus Woon
Pear,60,1.48,John Smith,Ted Hix
Apple,,1.44,John Smith,Byron Smith
Orange,,1.23,John Smith,Maritza Williams
Banana,83,1.25,John Smith,James Payne
Grape,136,1.1,John Smith,James Jeffries
Pear,93,2.14,John Smith,Valerie Collingwood
Apple,85,2.32,John Smith,Shawn Olmos
Orange,107,2.47,John Smith,Mary Garraway
Banana,94,1.99,John Smith,Cheri Romero
Grape,51,2.73,John Smith,Nydia Stump
Pear,118,2.1,John Smith,David Lewis
Apple,,2.4,John Smith,Tony Engle
Orange,,1.38,John Smith,Chad Hebner
Banana,84,1.58,John Smith,Jack Williams
Grape,133,,John Smith,Harlan Esquer
Pear,111,,John Smith,Winston Christiansen
Apple,60,,John Smith,Jason Ivery
Orange,,1.27,John Smith,Raymond Monaghan
Banana,122,2.23,John Smith,Leonie Corbin
Grape,,2.2,John Smith,Arthur Phillips
Pear,53,2.11,John Smith,Elizabeth Chenault
Apple,58,,John Smith,Terry Brown
Orange,104,2.87,John Smith,Donna Ward
Banana,76,1.44,John Smith,Mary Allen
Grape,77,,John Smith,Osvaldo Osborn
Pear,85,1.15,John Smith,Peggy Camp
Apple,75,,John Smith,Michael Arellano
Orange,,2.64,John Smith,Billy Simon
Banana,60,2.45,John Smith,Bobby Clance
Grape,71,2.63,John Smith,Weldon Valentino
Pear,,2.47,John Smith,Nadine Smith
Apple,,2.61,John Smith,Staci Bligen
Orange,,1.51,John Smith,Roberta Greer
Banana,92,2.28,John Smith,Sean Nellis
Grape,99,2.18,John Smith,Barbara Donnelly
Pear,132,1.31,John Smith,Lillian Ceballos
Apple,,2.94,John Smith,Todd Espinosa
Orange,126,1.19,John Smith,Zelma Stonecipher
Banana,114,2.96,John Smith,James Curtis
Grape,84,1.96,John Smith,Jesse Eager
Pear,76,1.82,John Smith,Enrique Schulze
Apple,124,,John Smith,Matthew Alewine
Orange,60,2.33,John Smith,Melvin Skaggs
Banana,54,2.16,John Smith,Patricia Speed
Grape,,2.05,John Smith,Forrest Martinez
Pear,93,2.67,John Smith,Michelle Magruder
Apple,,1.15,John Smith,Edward Ricci
Orange,114,1.91,John Smith,Hanh Dowden
Banana,,1.18,John Smith,Carroll Roy
Grape,100,1.97,John Smith,Johnnie Neely
Pear,,1.78,John Smith,Johnny Bruner
Apple,76,2.88,John Smith,Danny Dickson
Orange,53,1.96,John Smith,Jose Walraven
Banana,74,1.93,John Smith,Helen Pinales
Grape,114,,John Smith,Sarah Peyton
Pear,120,1.18,John Smith,Filomena Cooper
Apple,118,3,John Smith,Robert Anderson
Orange,,1.29,John Smith,Howard Johnson
Banana,129,2.08,John Smith,Keith Birmingham
Grape,61,1.12,John Smith,Jame Buck
Pear,94,2.84,John Smith,Elsie Ransom
Apple,64,2.9,John Smith,Margaret Frazier
Orange,100,1.54,John Smith,Shawn Libengood
Banana,98,1.92,John Smith,Mary Thompson
Grape,110,1.14,John Smith,Katherine Reitan
Pear,149,2.97,John Smith,Jared Shelvey
Apple,133,2.72,John Smith,Joan Brown
Orange,109,2.28,John Smith,John Porter
Banana,,2.71,John Smith,Shauna Ferguson
Grape,72,1.82,John Smith,James Jones
Pear,76,2.89,John Smith,Jack Jones
Apple,84,1.47,John Smith,Rafael Newton
Orange,55,1.08,John Smith,Yvette Cluff
Banana,115,1.38,John Smith,Joel Matta
Grape,132,2.58,John Smith,Emily Groom
Pear,78,,John Smith,Bonnie Powell
Apple,55,2.11,John Smith,Barbara Staples
Orange,,,John Smith,Luther Merk
Banana,,1.52,John Smith,Linda Mcgibbon
Grape,146,1.87,John Smith,Fernando Coker
Pear,81,2.5,John Smith,Richard Dickerson
Apple,84,1.35,John Smith,Judy Goss
Orange,113,1.34,John Smith,John Hulsey
Banana,53,2.32,John Smith,Shanika Norris
Grape,101,2.89,John Smith,Roberto Cooper
Pear,73,1.17,John Smith,Buddy Williams
Apple,107,1.29,John Smith,Darlene Watson
Orange,78,1.04,John Smith,Karen Treffert
Banana,60,2.23,John Smith,Frances Cheeks
Grape,89,1.49,John Smith,John Dougher
Pear,116,1.94,John Smith,Rob Phillips
Apple,65,1.86,John Smith,Elizabeth Gardiner
Orange,139,1.84,John Smith,Riva Simpson
Banana,117,2.45,John Smith,Walter Carson
Grape,99,1.34,John Smith,Esther Copeland
Pear,136,1.39,John Smith,Laura Duffy
Apple,147,2.93,John Smith,Shirley Perry
Orange,,2,John Smith,Robert Williams
Banana,140,2.12,John Smith,Mary Martin
Grape,111,1.63,John Smith,Joseph Fisher
Pear,145,1.59,John Smith,Carole Parkes
Apple,115,2.93,John Smith,Janine Mahoney
Orange,84,1.12,John Smith,Jane Gullett
